872420481	2010041001	0	-1	41	1	175	25	608	EE-05	13	1	1	3
872420609	2010042001	1	-1	42	1	175	20	608	EE-05	13	2	1	3
872420737	2010043001	2	-1	43	1	175	15	608	EE-05	13	3	1	3
872420865	2010044001	3	-1	44	1	175	10	608	EE-05	13	5	1	3
872420993	2010045001	4	-1	45	1	175	5	608	EE-05	13	5	2	3
872421121	2010046001	5	-1	46	1	166	25	608	EE-05	17	1	1	3
872421249	2010047001	6	-1	47	1	166	20	608	EE-05	17	3	1	3
872421377	2010048001	7	-1	48	1	166	15	608	EE-05	17	3	2	3
872421505	2010049001	8	-1	49	1	166	10	608	EE-05	17	5	1	3
872421633	2010050001	9	-1	50	1	166	5	608	EE-05	17	5	2	3
872421761	2010051001	10	-1	51	1	245	21	608	EE-05	41	5	1	4
872421889	2010052001	11	-1	52	1	245	22	608	EE-05	41	3	1	4
872422017	2010053001	12	-1	53	1	245	23	608	EE-05	41	3	2	4
872422145	2010054001	13	-1	54	1	245	24	608	EE-05	41	1	1	4
872422273	2010055001	14	-1	55	1	245	25	608	EE-05	41	1	2	4
872422401	2010056001	15	-1	56	1	254	21	608	EE-05	37	5	1	4
872422529	2010057001	16	-1	57	1	254	22	608	EE-05	37	3	1	4
872422657	2010058001	17	-1	58	1	254	23	608	EE-05	37	3	2	4
872422785	2010059001	18	-1	59	1	254	24	608	EE-05	37	2	1	4
872422913	2010060001	19	-1	60	1	254	25	608	EE-05	37	1	1	4
872420482	2010041002	20	-1	41	2	175	24	608	EE-05	13	1	2	3
872420610	2010042002	21	-1	42	2	175	19	608	EE-05	13	2	2	3
872420738	2010043002	22	-1	43	2	175	14	608	EE-05	13	3	2	3
872420866	2010044002	23	-1	44	2	175	9	608	EE-05	13	5	3	3
872420994	2010045002	24	-1	45	2	175	4	608	EE-05	13	5	4	3
872421122	2010046002	25	-1	46	2	166	24	608	EE-05	17	1	2	3
872421250	2010047002	26	-1	47	2	166	19	608	EE-05	17	1	3	3
872421378	2010048002	27	-1	48	2	166	14	608	EE-05	17	3	3	3
872421506	2010049002	28	-1	49	2	166	9	608	EE-05	17	5	3	3
872421634	2010050002	29	-1	50	2	166	4	608	EE-05	17	5	4	3
872421762	2010051002	30	-1	51	2	245	16	608	EE-05	41	5	2	4
872421890	2010052002	31	-1	52	2	245	17	608	EE-05	41	5	3	4
872422018	2010053002	32	-1	53	2	245	18	608	EE-05	41	3	3	4
872422146	2010054002	33	-1	54	2	245	19	608	EE-05	41	1	3	4
872422274	2010055002	34	-1	55	2	245	20	608	EE-05	41	1	4	4
872422402	2010056002	35	-1	56	2	254	16	608	EE-05	37	5	2	4
872422530	2010057002	36	-1	57	2	254	17	608	EE-05	37	5	3	4
872422658	2010058002	37	-1	58	2	254	18	608	EE-05	37	3	3	4
872422786	2010059002	38	-1	59	2	254	19	608	EE-05	37	2	2	4
872422914	2010060002	39	-1	60	2	254	20	608	EE-05	37	1	2	4
872420483	2010041003	40	-1	41	3	175	23	608	EE-05	13	1	3	3
872420611	2010042003	41	-1	42	3	175	18	608	EE-05	13	2	3	3
872420739	2010043003	42	-1	43	3	175	13	608	EE-05	13	3	3	3
872420867	2010044003	43	-1	44	3	175	8	608	EE-05	13	3	4	3
872420995	2010045003	44	-1	45	3	175	3	608	EE-05	13	5	5	3
872421123	2010046003	45	-1	46	3	166	23	608	EE-05	17	1	4	3
872421251	2010047003	46	-1	47	3	166	18	608	EE-05	17	1	5	3
872421379	2010048003	47	-1	48	3	166	13	608	EE-05	17	3	4	3
872421507	2010049003	48	-1	49	3	166	8	608	EE-05	17	3	5	3
872421635	2010050003	49	-1	50	3	166	3	608	EE-05	17	5	5	3
872421763	2010051003	50	-1	51	3	245	11	608	EE-05	41	5	4	4
872421891	2010052003	51	-1	52	3	245	12	608	EE-05	41	5	5	4
872422019	2010053003	52	-1	53	3	245	13	608	EE-05	41	3	4	4
872422147	2010054003	53	-1	54	3	245	14	608	EE-05	41	3	5	4
872422275	2010055003	54	-1	55	3	245	15	608	EE-05	41	1	5	4
872422403	2010056003	55	-1	56	3	254	11	608	EE-05	37	5	4	4
872422531	2010057003	56	-1	57	3	254	12	608	EE-05	37	5	5	4
872422659	2010058003	57	-1	58	3	254	13	608	EE-05	37	3	4	4
872422787	2010059003	58	-1	59	3	254	14	608	EE-05	37	2	3	4
872422915	2010060003	59	-1	60	3	254	15	608	EE-05	37	1	3	4
872419844	2010036004	60	-1	36	4	185	22	608	EE-05	3	1	1	3
872419972	2010037004	61	-1	37	4	185	17	608	EE-05	3	1	2	3
872420100	2010038004	62	-1	38	4	185	12	608	EE-05	3	1	3	3
872420228	2010039004	63	-1	39	4	185	7	608	EE-05	3	2	1	3
872420356	2010040004	64	-1	40	4	185	2	608	EE-05	3	2	2	3
872420484	2010041004	65	-1	41	4	175	22	608	EE-05	13	1	4	3
872420612	2010042004	66	-1	42	4	175	17	608	EE-05	13	2	4	3
872420740	2010043004	67	-1	43	4	175	12	608	EE-05	13	3	5	3
872420868	2010044004	68	-1	44	4	175	7	608	EE-05	13	4	1	3
872420996	2010045004	69	-1	45	4	175	2	608	EE-05	13	4	2	3
872421124	2010046004	70	-1	46	4	166	22	608	EE-05	17	2	1	3
872421252	2010047004	71	-1	47	4	166	17	608	EE-05	17	2	2	3
872421380	2010048004	72	-1	48	4	166	12	608	EE-05	17	4	1	3
872421508	2010049004	73	-1	49	4	166	7	608	EE-05	17	4	2	3
872421636	2010050004	74	-1	50	4	166	2	608	EE-05	17	4	3	3
872421764	2010051004	75	-1	51	4	245	6	608	EE-05	41	4	1	4
872421892	2010052004	76	-1	52	4	245	7	608	EE-05	41	4	2	4
872422020	2010053004	77	-1	53	4	245	8	608	EE-05	41	2	1	4
872422148	2010054004	78	-1	54	4	245	9	608	EE-05	41	2	2	4
872422276	2010055004	79	-1	55	4	245	10	608	EE-05	41	2	3	4
872422404	2010056004	80	-1	56	4	254	6	608	EE-05	37	4	1	4
872422532	2010057004	81	-1	57	4	254	7	608	EE-05	37	4	2	4
872422660	2010058004	82	-1	58	4	254	8	608	EE-05	37	3	5	4
872422788	2010059004	83	-1	59	4	254	9	608	EE-05	37	2	4	4
872422916	2010060004	84	-1	60	4	254	10	608	EE-05	37	1	4	4
872423044	2010061004	85	-1	61	4	264	6	608	EE-05	27	2	1	4
872423172	2010062004	86	-1	62	4	264	7	608	EE-05	27	2	2	4
872423300	2010063004	87	-1	63	4	264	8	608	EE-05	27	1	1	4
872423428	2010064004	88	-1	64	4	264	9	608	EE-05	27	1	2	4
872423556	2010065004	89	-1	65	4	264	10	608	EE-05	27	1	3	4
872419845	2010036005	90	-1	36	5	185	21	608	EE-05	3	1	4	3
872419973	2010037005	91	-1	37	5	185	16	608	EE-05	3	1	5	3
872420101	2010038005	92	-1	38	5	185	11	608	EE-05	3	2	3	3
872420229	2010039005	93	-1	39	5	185	6	608	EE-05	3	2	4	3
872420357	2010040005	94	-1	40	5	185	1	608	EE-05	3	2	5	3
872420485	2010041005	95	-1	41	5	175	21	608	EE-05	13	1	5	3
872420613	2010042005	96	-1	42	5	175	16	608	EE-05	13	2	5	3
872420741	2010043005	97	-1	43	5	175	11	608	EE-05	13	4	3	3
872420869	2010044005	98	-1	44	5	175	6	608	EE-05	13	4	4	3
872420997	2010045005	99	-1	45	5	175	1	608	EE-05	13	4	5	3
872421125	2010046005	100	-1	46	5	166	21	608	EE-05	17	2	3	3
872421253	2010047005	101	-1	47	5	166	16	608	EE-05	17	2	4	3
872421381	2010048005	102	-1	48	5	166	11	608	EE-05	17	2	5	3
872421509	2010049005	103	-1	49	5	166	6	608	EE-05	17	4	4	3
872421637	2010050005	104	-1	50	5	166	1	608	EE-05	17	4	5	3
872421765	2010051005	105	-1	51	5	245	1	608	EE-05	41	4	3	4
